id	key	piikey	name	type	match	rule	minlen	maxlen	priority	validator	fieldrule	fieldrulematch	imprecise
russurnames	person_surname	person_surname	Russian family names	data	text	иванов,кузнецов,смирнов,попов,иванова,петров,васильев,смирнова,козлов,соколов,новиков,волков,федоров,кузнецова,павлов,михайлов,семенов,васильева,морозов,петрова,степанов,егоров,андреев,зайцев,алексеев,макаров,никитин,захаров,николаев,соловьев,яковлев,попова,лебедев,сергеев,григорьев,романов,фролов,киселев,кузьмин,воробьев,борисов,сорокин,михайлова,баранов,орлов,соколова,федорова,гусев,ковалев,тарасов,дмитриев,павлова,медведев,жуков,андреева,мельников,поляков,шевченко,филиппов,алексеева,семенова,максимов,сидоров,белов,антонов,ильин,матвеев,козлова,бондаренко,куликов,пономарев,волкова,степанова,александров,егорова,власов,колесников,королев,богданов,николаева,осипов,гаврилов,морозова,яковлева,коваленко,карпов,данилов,гончаров,фомин,новикова,ефимов,комаров,денисов,щербаков,миронов,тимофеев,лебедева,журавлев,калинин,беляев,соловьева,абрамов,макарова,титов,никитина,давыдов,афанасьев,назаров,григорьева,федотов,чернов,сергеева,орлова,герасимов,мартынов,зайцева,кравченко,виноградов,горбунов,дмитриева,коновалов,захарова,казаков,быков,кузьмина,марков,ткаченко,ермаков,тихонов,овчинников,савельев,киселева,маслов,крылов,трофимов,емельянов,воронин,романова,ефремов,лазарев,никифоров,голубев,фролова,воробьева,богданова,борисова,кириллов,моисеев,родионов,исаев,кудрявцев,наумов,филиппова,гусева,потапов,белова,мальцев,антонова,матвеева,филатов,малышев,анисимов,белоусов,сорокина,гришин,виноградова,котов,ильина,александрова,юдин,ковалева,савченко,ершов,баранова,архипов,тарасова,климов,леонов,марченко,жукова,савин,тимофеева,полякова,ушаков,евдокимов,шишкин,лысенко,харитонов,максимова,галкин,королева,кондратьев,бирюков,логинов,куликова,михеев,плотников,прохоров,ефимова,мельникова,лобанов	4	12					False
russciencedegrees	rusdegree		Russian scientific degrees name by text	data	text	доктор медицинских наук,доктор технических наук,кандидат технических наук,доктор химических наук,доктор сельскохозяйственных наук,кандидат психологических наук,кандидат медицинских наук,доктор физико-математических наук,кандидат педагогических наук,доктор экономических наук,кандидат социологических наук,кандидат юридических наук,кандидат химических наук,доктор биологических наук,кандидат экономических наук,доктор геолого-минералогических наук,кандидат биологических наук,кандидат физико-математических наук,доктор юридических наук,доктор филологических наук,доктор социологических наук,кандидат сельскохозяйственных наук,кандидат геолого-минералогических наук,кандидат ветеринарных наук,доктор исторических наук,доктор философских наук,кандидат культурологии,доктор политических наук,кандидат философских наук,кандидат исторических наук,кандидат географических наук,доктор педагогических наук,кандидат искусствоведения,кандидат филологических наук,доктор географических наук,доктор психологических наук,доктор фармацевтических наук,кандидат политических наук,кандидат военных наук,доктор ветеринарных наук,кандидат архитектуры,доктор искусствоведения,кандидат фармацевтических наук,доктор архитектуры,доктор военных наук,доктор культурологии,доктор наук,кандидат наук	11	38					False
ruspersonworkpositions	rusworkposition		Russian names of common positions	data	text	генеральный директор,директор,заместитель директора,главный бухгалтер,главный конструктор,и.о. директора,председатель,председатель совета,технический директор,исполняющий обязанности директора,ректор,глава администрации,глава управы	6	33					False
surname	person_surname	person_surname	Person surname by known	field	text	surname,lastname,sur_name,last_name	7	9					False
firstname	person_firstname	person_firstname	Person firstname by known	field	text	firstname,forename,first_name	8	10					False
midname	person_midname	person_midname	Person midname by known	field	text	midname,secondname,middlename,mid_name,middle_name,second_name	7	11					False
firstnamepat	person_firstname	person_firstname	Person firstname by known	field	ppr	Word(printables) + "firstname" +  lineEnd	3	100					False
surnamepat	person_surname	person_surname	Person surname by known	field	ppr	Word(printables) + "surname" +  lineEnd	3	100					False
lastnamepat	person_surname	person_surname	Person lastname by known	field	ppr	Word(printables) + "lastname" +  lineEnd	3	100					False
midnamepat	person_midname	person_midname	Person midname by known	field	ppr	Word(printables) + "midname" +  lineEnd	3	100					False
birthdayknown	datetime	birthday	Birthday by known field names	field	text	birthday,dayofbirth,date_of_birth,birth_day	8	13					False
deathdayknown	datetime	deathday	Deathday by known field names	field	text	deathday,day_of_death	8	12					False
genderbyknown	gender	gender	Gender by known field name	field	text	gender,	0	6					False
nationalitybyknown	nationality	nationality	Nationality by known field name	field	text	nationality	11	11					False
passwordbyknown	password	password	Password by known field name	field	text	password	8	8					False
passportbyknown	passport	passport	Passport code by known name	field	text	passport	8	8					False
creditcardbyknown	creditcard	creditcard	Credit card by known name	field	text	creditcard,credit_card	10	11					False
usernamebyknown	username	username	User name by known name	field	text	username,userid,login	5	8					False
rubirthdayknown	datetime	birthday	Russian birthday by known field names	field	text	дата рождения	13	13					False
rudeathdayknown	datetime	deathday	Russian deathday by known field names	field	text	дата смерти	11	11					False
snilsbyknown	rusnils	rusnils	Russian SNILS number by known names	field	text	снилс,номер снилс,snils,snils_number	5	12					False
mimetypebyknown	mimetype		Mimetype / content type by known names	field	text	mimetype,mime_type,content_type	8	12	1				False
phoneknown	phone	phone	Phone number by known name	field	text	phone,fax,phoneNumber,contact_phone,telephone,phone number,phone_number,	0	13					False
phoneknownpat	phone	phone	Phone number by known pattern	field	ppr	Word(printables) + "phone" +  lineEnd	3	100					False
phoneknownprefix	phone	phone	Phone number by known pattern	field	ppr	"phone" + Word(printables) + lineEnd	3	100					False
faxknownpat	phone	phone	Phone number by known pattern (Fax)	field	ppr	Word(printables) + "fax" +  lineEnd	3	100					False
emailknown	email	phone	Email	field	text	email,e_mail,e-mail,contact e-mail,email address,contactemail,	0	14					False
emailknownpat	email	phone	Email by pattern	field	ppr	Word(alphanums) + "email" +  lineEnd	3	100					False
emailknownprefix	email	phone	Email by prefix pat	field	ppr	"email_" + Word(alphanums) +  lineEnd	3	100					False
websiteknown	url		URL/website by known name	field	text	url,website,uri,web_site,website address,website_address,	0	15					False
urlknownpat	url		URL/website by known name pattern	field	ppr	Word(printables) + "url" +  lineEnd	3	100					False
yearknown	year		Year by known name	field	text	year,yearnum	4	7					False
yearknownpat	year		Year by known name pattern	field	ppr	Word(printables) + "year" +  lineEnd	3	100					False
timestampknown	timestamp		Timestamp by known name	field	text	timestamp	9	9					False
timestampknownpat	timestamp		Timestamp by known name pattern	field	ppr	Word(printables) + "timestamp" +  lineEnd	3	100					False
timezoneknown	timezone		Timezone by known name	field	text	timezone	8	8					False
timezoneknownpat	timezone		Timezone by known name pattern	field	ppr	Word(printables) + "timezone" +  lineEnd	3	100					False
monthknownpat	month		Month by known name pattern	field	ppr	Word(printables) + Literal("month")	3	100					False
monthknown	month		Month by known name	field	text	month,monthnum	5	8					False
addressknown	address	address	Address	field	text	address,postaladdress,actualaddress,fulladdress,address_legal,legaladdress,postal address,post address	7	14					False
latitude	latitude		Latitude by known name	field	text	latitude,latitude_wgs84,geodata_latitude,poi_latitude	8	16					False
longitude	longitude		Longitude by known name	field	text	longitude,longitude_wgs84,geodata_longtitude,poi_longitude	9	18					False
latitudepat	latitude		Latitude by known name pattern	field	ppr	Word(printables) + Optional('_') + "latitude"	10	100					False
longitudepat	longitude		Longitude by known name pattern	field	ppr	Word(printables) + Optional('_') + "longitude"	11	100					False
postindexknown	postindex	postindex	Post index code (ZIP code and e.t.c) by known name	field	text	postindex,postIndex,post_index,postcode,zip_code,zipcode,postalcode,post index	7	10					False
streetknown	street	street	Street name by field name	field	text	street,street name,streetname,street_name	6	11					False
cityknown	city	city	City/town name by field name	field	text	town,city,cityname,location (city)	4	15					False
countryknown	country		Country name by field name	field	text	country,countryname,country_name	7	12					False
isbnbyname	isbn13		International Standard Book Number (ISBN) by known name	field	text	isbn	4	4					False
companynameknown	orgname		Company name known names	field	text	legalname,companyname,orgname,org_name,company_name,organization_name,legal_name,organizationname,company name	7	17					False
orcidbyknown	orcid		ORCID unique identifier of researcher	field	text	orcid	5	5					False
endayofweekknown	endayofweek		English day of week by fieldname	field	text	weekday,dayofweek,day_of_week	7	11					False
ukwardcodebyknown	ukwardcode		UK ward code by known name	field	text	ward code,ward_code	9	9					False
ukwardnamebyknown	ukwardname		UK ward name by known name	field	text	ward name,ward_name,wardname,ward	4	9					False
bnfcode	ukbnfcode		UK BNF drug code	field	text	bnf code	8	8					False
rutnvedknown	tnved		Russian TN VED code by known name (customs code)	field	text	tnved,тнвэд,код тн вэд,тн вэд	5	10					False
ruokeiknown	okei		Russian OKEI code by known name	field	text	okei_code,okeicode,океи,code_okei,код по океи	4	11					False
ruokfsknown	okfs		Russian OKFS code by known name	field	text	okfs_code,okfs,okfscode,окфс	4	9					False
ruokvedknown	okved		Russian OKVED by known name	field	text	okved,okved_code,okved_2,okved2,okved_1,оквэд	5	10					False
ruokoguknown	okogu		Russian ОКОГУ by known name	field	text	okogu,окогу,okogu_code,okogucode	5	10					False
ruokopfknown	okopf		Russian OKOPF by known name	field	text	okopf,okopf_code,okopfcode	5	10					False
ruphoneknown	phone	phone	Russian phone code	field	text	телефон,факс,publicphone,chiefphone,контактный телефон,telefon,номер телефона,рабочий телефон,номер факса	4	18					False
ruurlknown	url		Russian website/url field names	field	text	сайт,адрес сайта,adres_sayta,официальный сайт,адрес официального сайта,веб-сайт,sayt	4	24					False
ruemail	email	phone	Russian email field names	field	text	адрес электронной почты,электронная почта,электронный адрес,adres_elektronnoy_pochty,эл.почта,эл. почта	8	24					False
rusdatetimename	datetime		Russian date name	field	text	дата,дата и время,дата создания,дата регистрации,дата начала,дата окончания	4	16					False
rustimename	time		Russian time name	field	text	время	5	5					False
rusyearname	year		Russian year name	field	text	год	3	3					False
ruokatoknown	okato		Russian OKATO classifier by known name	field	text	okato,okatocode,codeokato,окато,код окато	5	9					False
rulongitudeknown	longitude		Russian longitude	field	text	долгота	7	7					False
rulatitutdeknown	latitude		Russian latitude	field	text	широта	6	6					False
ruoktmoknown	oktmo		Russian OKTMO classifier by known name	field	text	oktmo,oktmocode,октмо,код октмо	5	9					False
ruoktmonameknown	oktmoname		Russian OKTMO classifier name by known name	field	text	oktmoname,oktmo_name	9	10					False
rukladrknown	kladr		Russian KLADR by known name	field	text	kladr,кладр	5	5					False
rukadstrbyname	rukadastr		Russian land territory cadastral identifier by name	field	text	кадастровый номер,кадастровый номер земельного участка,kadastrovyy_nomer,kadastrovyy_nomer_zemelnogo_uchastka,kadastrovyj_number,cadastral_number,cadastral number	16	36					False
rusaddressknown	address	address	Russian address by known name	field	text	адрес,adres,юридический адрес,почтовый адрес,фактический адрес,адрес местонахождения,yuridicheskiy_adres,pochtovyy_adres,adres_mestonakhozhdeniya	5	24					False
rusregionnamebyknown	rusregion		Russian region by known name	field	text	наименование субъекта российской федерации,субъект российской федерации,субъект рф,subekt_rossiyskoy_federatsii,subekt_rf,наименование субъекта рф,наименование субъекта	9	42					False
rupostindex	postindex	postindex	Russian post index code (ZIP code and e.t.c) by known data pattern and field pattern	field	ppr	Word(nums, exact=6)	3	100			Word(printables) + oneOf(["index", "индекс"], caseless=True)	ppr	False
rupostindexbyknown	postindex	postindex	Russian post index code (ZIP code and e.t.c) by known name	field	text	почтовый индекс,индекс,pochtovyy_indeks,indeks	6	16					False
rustreetknown	rustreet	street	Russian street name by field name	field	text	улица,ulitsa	5	6					False
rucityknown	ruscity	city	Russian city name by field name	field	text	город,населенный пункт	5	16					False
runpabyknown	runpa		Russian legal act / law by known field name	field	text	нормативно-правовой акт,нормативный правовой акт,наименование нормативного правового акта,наименование нпа	16	40					False
rubudgetcode	budgetcode		Russian budget code	field	text	budgetcode	10	10					False
rubudgetname	budgetname		Russian budget name	field	text	budgetname	10	10					False
rugrbscode	fedgrbs		Code of GRBS by known name	field	text	grbs_code,grbs,grbscode,codegrbs	4	9					False
rukbkcode	kbk		Russian KBK code	field	text	kbk,кбк	3	3					False
rukbkcoodefull	kbk		Russian KBK code by known full name	field	text	код бюджетной классификации	27	27					False
tofkcode	tofkcode		Russian TOFK (Treasury) code	field	text	tofkcode,tofk_code	8	9					False
tofkname	tofkname		Russian TOFK (Treasury) name	field	text	tofkname	8	8					False
ruskvrcode	kvrcode		Russian budget KVR code	field	text	kvrcode,kvr_code	7	8					False
rucsrcode	csrcode		Russian budget CSR code	field	text	csrcode,csr_code	7	8					False
ruppocode	ppocode		Russian public legal entities (PPO) code	field	text	ppocode	7	7					False
rupponame	pponame		Russian public legal entities (PPO) name	field	text	pponame	7	7					False
rumnnknownfull	rumedmnn		Russian international unpatented name of pharm	field	text	международное непатентованное название (мнн)	44	44					False
rumnnknownshort	rumedmnn		Russian international unpatented name of pharm short name	field	text	мнн,mnn	3	3					False
rumedicinetradenamebyknown	rumedicinetradename		Russian name of medicines	field	text	торговое наименование лекарственного препарата,название лекарственного препарата	33	46					False
rumedicineatcbyknown	atccode		Russian ATC code name by field name	field	text	код атх	7	7					False
ruokpoknown	okpo		Russian OKPO code	field	text	okpo,okpocode,окпо,код по окпо	4	11					False
ruinnknown	inn		Russian INN code by field name	field	text	inn,инн	3	3					False
ruinnfulltext	inn		Russian INN code by fulltext	field	text	идентификационный номер налогоплательщика (инн),идентификационный номер налогоплательщика,identifikatsionnyy_nomer_nalogoplatelshchika_inn	41	48					False
ruogrnfulltext	ogrn		Russian INN code by fulltext	field	text	государственный регистрационный номер записи о создании юридического лица	73	73					False
rukppknown	kpp		Russian KPP code by field name	field	text	kpp	3	3					False
ruogrnknown	ogrn_ogrnip		Russian OGRN code by field name	field	text	ogrn,огрн,код ОГРН/ОГРИП,	0	14					False
ruorgnameknown	orgname		Russian orgname by field	field	text	наименование юридического лица,наименование организации,полное наименование организации,наименование предприятия,наименование учреждения	23	31					False
rupfioknown	person_fullname	person_fullname	Person fullname	field	text	fio,фио,фио руководителя,ф.и.о.,ф.и.о. руководителя,familiya_imya_otchestvo,fio_rukovoditelya,ф и о руководителя	3	23					False
ruspersonworkpositionsfield	rusworkposition		Person field names of common positions	field	text	должность,должность руководителя,chiefposition,dolzhnost,наименование должности	9	22					False
